Mode,Frequency_GHz,Q,Pair_abs_EPR,JJ_balance,Pair_dominant_fraction,Dominant_JJ,Qubit,JJ_pair,two_JJ_balanced,single_JJ_localized
1,5.570851514297,20808068296.44,2.4175969178230003e-11,0.8252014280760904,0.5478847345928721,7,Q3,JJ5+JJ6,False,False
2,5.666259124642,6510356411.29,1.4203363117313998e-08,0.18210496595434217,0.8459485653143126,6,Q3,JJ5+JJ6,False,False
3,5.681751713662,3369951926.334,8.367092755997e-08,0.5853406228963539,0.6307792694878657,6,Q3,JJ5+JJ6,False,False
4,5.821776500398,1573986097.325,6.462336001506e-13,0.6317768976211335,0.6128288747425202,7,Q3,JJ5+JJ6,False,False
5,5.876664594072,5263773891.509,1.2494433247016e-07,0.528576735275837,0.6542033362947569,7,Q3,JJ5+JJ6,False,False
6,5.981589543296,436444499.7904,2.5364970259835e-09,0.5923215452106014,0.6280138600195474,7,Q3,JJ5+JJ6,False,False
7,6.652832452088,178668853.6495,5.489622088075299e-13,0.09027681481516885,0.9171982623234327,3,Q3,JJ5+JJ6,False,False
8,6.807000960044,186077432.4158,9.1189622915465e-13,0.06377812049950515,0.9400456549439485,8,Q3,JJ5+JJ6,False,False
9,6.832612991191,2013737150.477,2.4255042849655e-12,0.13922563845322755,0.8777892335338767,2,Q3,JJ5+JJ6,False,False
10,6.890922915515,377855234.2529,3.3453303404548704e-11,0.011708350329817872,0.9884271486678934,4,Q3,JJ5+JJ6,False,False
11,6.987460169349,826992055.5322,0.9998410915782799,0.02709577598448916,0.9736190366876766,6,Q3,JJ5+JJ6,False,True
12,7.018249314955,207693556.1688,3.4305649425645e-10,0.08596084464593817,0.9208435137696291,1,Q3,JJ5+JJ6,False,False
13,7.168394141588,1435468922.484,0.99978796132278,0.027106389045695397,0.9736089763097663,5,Q3,JJ5+JJ6,False,True
14,7.761073653743,2592105243.606,2.0221545271899003e-10,0.4153175231597915,0.7065552313430224,4,Q3,JJ5+JJ6,False,False
15,8.091680255463,549454710519.6,6.945259272871e-10,0.7105380823307229,0.5846113631316718,1,Q3,JJ5+JJ6,False,False
16,8.723732611927,5068649131.594,3.0765292089930995e-08,0.3542470975229117,0.7384176800741356,8,Q3,JJ5+JJ6,False,False
17,8.791548571182,3631249857.437,1.5288900436691002e-10,0.6540805978920273,0.6045654614862223,2,Q3,JJ5+JJ6,False,False
18,9.193955950172,39291041201.46,1.69982916655e-09,0.5562446844677229,0.6425724758970192,3,Q3,JJ5+JJ6,False,False
19,9.277046159931,2711375729.252,6.084105263664e-12,0.3038074355435747,0.766984427867668,7,Q3,JJ5+JJ6,False,False
20,9.675939233058,929531110.162,1.7437136698837002e-11,0.5762853931349854,0.6344028843730869,1,Q3,JJ5+JJ6,False,False
21,9.711981681561,350737668694.1,5.556429951982e-10,0.5800932766596599,0.6328740301420778,1,Q3,JJ5+JJ6,False,False
22,9.908285613387,604351798.7331,5.307907456623e-08,0.6226993253903964,0.616257112055812,2,Q3,JJ5+JJ6,False,False
23,9.97584816551,2218854127.471,3.027877155371e-10,0.5128475246149464,0.6610051467377867,4,Q3,JJ5+JJ6,False,False
24,10.4941939082,1734893378.783,3.4976386134204097e-12,0.022167353881136255,0.9783133810750583,7,Q3,JJ5+JJ6,False,False
25,10.56194950597,98145562.27706,6.710643089534e-13,0.2347559603344859,0.8098766332167432,7,Q3,JJ5+JJ6,False,False
26,10.61830919196,83310618.40916,8.100700680533999e-14,0.348734528021427,0.7414357527177604,7,Q3,JJ5+JJ6,False,False
27,10.68604520495,10130624673.36,8.677544667299e-09,0.43854851091274955,0.6951451358185388,6,Q3,JJ5+JJ6,False,False
28,10.76518692908,3732527763.245,1.7813890724710999e-12,0.2579002157509754,0.794975616887857,3,Q3,JJ5+JJ6,False,False
29,10.76986161536,22850704.30395,0.00033186364732893986,8.345379539527456e-05,0.9999165531685595,6,Q3,JJ5+JJ6,False,False
30,10.77239100396,83336729.53856,1.3728137856557662e-11,0.004194959077500339,0.9958225650909919,2,Q3,JJ5+JJ6,False,False
31,10.79959315776,76095640.42662,5.0628970594614995e-12,0.09370344854984373,0.914324629154195,8,Q3,JJ5+JJ6,False,False
32,10.80061726084,20845431.70801,1.7763994187712e-12,0.06244088306687887,0.9412288400587195,4,Q3,JJ5+JJ6,False,False
33,10.8011342194,88969340.0765,7.287205441997599e-13,0.029046565503204252,0.971773322532785,3,Q3,JJ5+JJ6,False,False
34,10.80613061487,401629691.0411,1.5661178421889e-12,0.2843598800714718,0.7785979736025016,2,Q3,JJ5+JJ6,False,False
35,10.80876323758,84754339.97625,1.8456905036245e-12,0.24606485960550803,0.802526443379994,1,Q3,JJ5+JJ6,False,False
36,10.82350221656,31498717.30369,0.00012197052916339351,4.584633642054627e-07,0.9999995415368459,6,Q3,JJ5+JJ6,False,False
37,10.83205792037,26250621.36473,1.6465946303206e-12,0.23701771537903052,0.8083958601139299,8,Q3,JJ5+JJ6,False,False
1,5.570851514297,20808068296.44,9.6646565140582e-07,0.028304492397269693,0.9724746000756216,7,Q4,JJ7+JJ8,False,False
2,5.666259124642,6510356411.29,5.3012903547376e-09,0.02921844434367977,0.9716110369919458,6,Q4,JJ7+JJ8,False,False
3,5.681751713662,3369951926.334,3.19901272119983e-09,0.02243449004600324,0.9780577726353952,6,Q4,JJ7+JJ8,False,False
4,5.821776500398,1573986097.325,0.999774783867459,0.0012050799713455762,0.9987963704984596,7,Q4,JJ7+JJ8,False,True
5,5.876664594072,5263773891.509,3.4198841853369485e-07,2.7005196647411557e-05,0.9999729955326135,7,Q4,JJ7+JJ8,False,False
6,5.981589543296,436444499.7904,1.05577472345168e-05,0.012762050082173694,0.9873987674783645,7,Q4,JJ7+JJ8,False,False
7,6.652832452088,178668853.6495,2.0559262266397e-12,0.07500851293943873,0.9302251916737478,3,Q4,JJ7+JJ8,False,False
8,6.807000960044,186077432.4158,0.999755237132912,0.0012064442965194306,0.998795009457448,8,Q4,JJ7+JJ8,False,True
9,6.832612991191,2013737150.477,2.4177836851797422e-11,0.0021894817773082252,0.9978153015800711,2,Q4,JJ7+JJ8,False,False
10,6.890922915515,377855234.2529,7.647029282382706e-11,0.0001406724447816831,0.9998593473411717,4,Q4,JJ7+JJ8,False,False
11,6.987460169349,826992055.5322,3.6511893951586e-12,0.153183834673802,0.8671644276758937,6,Q4,JJ7+JJ8,False,False
12,7.018249314955,207693556.1688,6.5122943665014406e-12,0.0037963571742686887,0.9962180006461114,1,Q4,JJ7+JJ8,False,False
13,7.168394141588,1435468922.484,2.9200488128407996e-13,0.5121802628661699,0.6612968205950599,5,Q4,JJ7+JJ8,False,False
14,7.761073653743,2592105243.606,6.172161138039e-10,0.3819842853062477,0.7235972294564841,4,Q4,JJ7+JJ8,False,False
15,8.091680255463,549454710519.6,1.7974303802003e-10,0.5058271034445824,0.664086864761896,1,Q4,JJ7+JJ8,False,False
16,8.723732611927,5068649131.594,4.8909662352293e-08,0.172346880743586,0.8529898585696144,8,Q4,JJ7+JJ8,False,False
17,8.791548571182,3631249857.437,1.1802773301689e-10,0.8870262065983622,0.5299343467002744,2,Q4,JJ7+JJ8,False,False
18,9.193955950172,39291041201.46,7.24551674981e-08,0.7649623950416469,0.5665843095633795,3,Q4,JJ7+JJ8,False,False
19,9.277046159931,2711375729.252,4.089688192224e-09,0.6478877785820015,0.6068374394162294,7,Q4,JJ7+JJ8,False,False
20,9.675939233058,929531110.162,3.80521461522124e-11,0.010775947268457335,0.9893389357972175,1,Q4,JJ7+JJ8,False,False
21,9.711981681561,350737668694.1,2.2265204557479e-10,0.18729195198366613,0.8422528244457916,1,Q4,JJ7+JJ8,False,False
22,9.908285613387,604351798.7331,9.716114205633999e-09,0.9390067881692626,0.5157279521151974,2,Q4,JJ7+JJ8,False,False
23,9.97584816551,2218854127.471,1.1297407980461001e-10,0.6141395637546191,0.6195251157055583,4,Q4,JJ7+JJ8,False,False
24,10.4941939082,1734893378.783,4.021108022523e-10,0.8301259182875854,0.5464104901239152,7,Q4,JJ7+JJ8,False,False
25,10.56194950597,98145562.27706,0.00031033365759909647,1.6823926103393984e-07,0.9999998317607672,7,Q4,JJ7+JJ8,False,False
26,10.61830919196,83310618.40916,1.991383438891576e-05,0.0024265950173976716,0.9975792790918965,7,Q4,JJ7+JJ8,False,False
27,10.68604520495,10130624673.36,1.1234795546554e-11,0.28378788995053994,0.7789448769753753,6,Q4,JJ7+JJ8,False,False
28,10.76518692908,3732527763.245,2.535502127130462e-12,0.002988881042813369,0.9970200257457433,3,Q4,JJ7+JJ8,False,False
29,10.76986161536,22850704.30395,2.6197300268709e-13,0.2848413876912719,0.7783061859463426,6,Q4,JJ7+JJ8,False,False
30,10.77239100396,83336729.53856,4.41705468287471e-12,0.005783486715042756,0.9942497696657041,2,Q4,JJ7+JJ8,False,False
31,10.79959315776,76095640.42662,0.0012338934930404412,2.599232263875771e-06,0.9999974007744921,8,Q4,JJ7+JJ8,False,False
32,10.80061726084,20845431.70801,1.2002246246836159e-08,1.0179516178590619e-05,0.9999898205874429,4,Q4,JJ7+JJ8,False,False
33,10.8011342194,88969340.0765,1.7257023214401013e-09,3.609961645803207e-05,0.9999639016866771,3,Q4,JJ7+JJ8,False,False
34,10.80613061487,401629691.0411,3.4185779192445498e-12,0.01832411178122624,0.9820056192628356,2,Q4,JJ7+JJ8,False,False
35,10.80876323758,84754339.97625,1.2223571059882172e-10,0.00027698755249078643,0.9997230891483684,1,Q4,JJ7+JJ8,False,False
36,10.82350221656,31498717.30369,1.0297457204284484e-11,0.0003992365258332085,0.9996009228003615,6,Q4,JJ7+JJ8,False,False
37,10.83205792037,26250621.36473,0.00024415619272631406,7.350151083052236e-06,0.9999926499029412,8,Q4,JJ7+JJ8,False,False
