Mode,Frequency_GHz,ImagFrequency_GHz,Q,Linewidth_MHz,Photon_lifetime_ns,JJ1_EPR,JJ2_EPR,JJ3_EPR,JJ4_EPR,JJ5_EPR,JJ6_EPR,JJ7_EPR,JJ8_EPR,JJ1_absEPR,JJ2_absEPR,JJ3_absEPR,JJ4_absEPR,JJ5_absEPR,JJ6_absEPR,JJ7_absEPR,JJ8_absEPR,Total_abs_JJ_EPR,Dominant_JJ,Dominant_JJ_fraction,Mode_localization,Q1_pair_abs_EPR,Q1_JJ_balance,Q1_dominant_fraction,Q1_two_JJ_balanced,Q2_pair_abs_EPR,Q2_JJ_balance,Q2_dominant_fraction,Q2_two_JJ_balanced,Q3_pair_abs_EPR,Q3_JJ_balance,Q3_dominant_fraction,Q3_two_JJ_balanced,Q4_pair_abs_EPR,Q4_JJ_balance,Q4_dominant_fraction,Q4_two_JJ_balanced,Dominant_qubit,E_electric_J,E_magnetic_J,E_capacitive_J,E_inductive_J,substrate_electric_fraction,vacuum_electric_fraction,substrate_magnetic_fraction,vacuum_magnetic_fraction,Port1_Vmag_V,Port1_Imag_A,Port1_Zmag_Ohm,Port2_Vmag_V,Port2_Imag_A,Port2_Zmag_Ohm,Port3_Vmag_V,Port3_Imag_A,Port3_Zmag_Ohm,Port4_Vmag_V,Port4_Imag_A,Port4_Zmag_Ohm,Port5_Vmag_V,Port5_Imag_A,Port5_Zmag_Ohm,Port6_Vmag_V,Port6_Imag_A,Port6_Zmag_Ohm,Port7_Vmag_V,Port7_Imag_A,Port7_Zmag_Ohm,Port8_Vmag_V,Port8_Imag_A,Port8_Zmag_Ohm
11,6.987460169349,-4.224623515187e-09,826992055.5322,8.44924703037481e-06,18836583.013816226,-3.3625302061200005e-11,-1.1287045347270001e-11,1.6511203064579997e-13,1.5614146041670003e-11,-0.02637677115508,0.9734643204232,-4.850078329696e-13,3.166181562189e-12,3.3625302061200005e-11,1.1287045347270001e-11,1.6511203064579997e-13,1.5614146041670003e-11,0.02637677115508,0.9734643204232,4.850078329696e-13,3.166181562189e-12,0.9998410916426227,6,0.9736190366250214,single-JJ localized,4.491234740847001e-11,0.33567119565876086,0.7486872542061477,False,1.5779258072315804e-11,0.010574515583827632,0.989536134722615,False,0.9998410915782799,0.02709577598448916,0.9736190366876766,False,3.6511893951586e-12,0.153183834673802,0.8671644276758937,False,Q3,1.0249560445460001e-11,2.236205300419e-15,6.428386789947e-12,1.66752969702e-11,0.9044199531077,0.09558004689228,0.7040683922622,0.2959316077378,0.0002079378763493477,1.4552035560334463e-07,1428.9263896257855,0.00012047325432016859,8.431032920578282e-08,1428.926389625642,1.4571017050553301e-05,1.0197178214591123e-08,1428.9263896264617,0.00014169666398087762,9.916302547812412e-08,1428.9263896263094,5.823865315271371,0.004075693022084259,1428.9263896261546,35.38021976608411,0.024760001650849874,1428.9263896260566,2.497323956780007e-05,1.7476925158008726e-08,1428.9263896261632,6.38070130544752e-05,4.4653813882713264e-08,1428.9263896264117
12,7.018249314955,1.68956838248e-08,207693556.1688,3.379136764961074e-05,4709929.019215909,0.9936397530882,-0.006190667205794,-4.910809042536e-12,-2.606144380085e-12,-2.7155146663850003e-11,-3.159013475926e-10,-2.462949308644e-14,-6.487664873415e-12,0.9936397530882,0.006190667205794,4.910809042536e-12,2.606144380085e-12,2.7155146663850003e-11,3.159013475926e-10,2.462949308644e-14,6.487664873415e-12,0.9998304206510797,1,0.9938082824496893,single-JJ localized,0.9998304202939939,0.006230293410215935,0.9938082828046244,False,7.516953422621001e-12,0.5306955244057211,0.6532977878721119,False,3.4305649425645e-10,0.08596084464593817,0.9208435137696291,False,6.5122943665014406e-12,0.0037963571742686887,0.9962180006461114,False,Q1,1.019278480372e-11,2.250411498037e-15,6.485050038336e-12,1.667500662568e-11,0.923311540669,0.07668845933106,0.7318166456751,0.2681833543249,35.90235769471989,0.024876577608097642,1443.2193310639811,2.8338523539832305,0.0019635631902841597,1443.2193310637106,7.98150911198221e-05,5.530350751398737e-08,1443.2193310638618,5.814437763827615e-05,4.0287970363730824e-08,1443.2193310641562,0.00018768716169372386,1.3004756633580636e-07,1443.2193310644632,0.000640153655243111,4.4355950718256863e-07,1443.2193310640155,5.652443462516356e-06,3.916551934174449e-09,1443.2193310639216,9.173872380788533e-05,6.356533746000842e-08,1443.2193310639143
13,7.168394141588,2.496882387806e-09,1435468922.484,4.993764775613176e-06,31870732.852520663,1.432226163249e-11,-8.026900064054e-14,-5.043360861224999e-13,-2.3034484565409997e-13,0.9734025335503,0.02638542777248,-1.9310189959139998e-13,9.890298169267999e-14,1.432226163249e-11,8.026900064054e-14,5.043360861224999e-13,2.3034484565409997e-13,0.9734025335503,0.02638542777248,1.9310189959139998e-13,9.890298169267999e-14,0.9997879613382092,5,0.9736089762947411,single-JJ localized,1.440253063313054e-11,0.0056044919929719795,0.9944267432796918,False,7.346809317765999e-13,0.45672885996531826,0.6864695465865953,False,0.99978796132278,0.027106389045695397,0.9736089763097663,False,2.9200488128407996e-13,0.5121802628661699,0.6612968205950599,False,Q3,9.912262697946e-12,2.093015079617e-15,6.764956931994e-12,1.6673683414610002e-11,0.9162380068033,0.08376199319673,0.7150908996153,0.2849091003847,0.0001392192743739215,9.184466085061331e-08,1515.8123845692423,1.0422394131707054e-05,6.875781091253648e-09,1515.8123845689158,2.6124836808398852e-05,1.723487489240107e-08,1515.812384569,1.7655613524008178e-05,1.1647624537010486e-08,1515.8123845688212,36.2944149787138,0.02394387019673549,1515.8123845685643,5.975519034408649,0.0039421231118307466,1515.8123845689793,1.6165414220437073e-05,1.0664521800324379e-08,1515.8123845689336,1.1569064882934809e-05,7.63225383346202e-09,1515.8123845688497
14,7.761073653743,-1.497059903892e-09,2592105243.606,2.9941198077845806e-06,53155836.54271264,-2.9692769483080003e-11,-6.503978463537e-12,-1.350043579704e-07,-2.3879714098e-07,-1.42876385977e-10,-5.933906674199001e-11,-1.706002438795e-10,4.466158699244e-10,2.9692769483080003e-11,6.503978463537e-12,1.350043579704e-07,2.3879714098e-07,1.42876385977e-10,5.933906674199001e-11,1.706002438795e-10,4.466158699244e-10,3.7465712726486953e-07,4,0.6373751454384552,distributed/mixed,3.6196747946617006e-11,0.21904250013604148,0.820315944594551,False,3.7380149895040004e-07,0.5653516512649832,0.6388340914911264,False,2.0221545271899003e-10,0.4153175231597915,0.7065552313430224,False,6.172161138039e-10,0.3819842853062477,0.7235972294564841,False,Q2,1.667820178567e-11,1.667819850018e-11,2.971779910177e-18,6.24860828236e-18,0.9204626302391,0.07953736976094,0.483151115089,0.516848884911,0.0002170359481711729,1.1669987723341348e-07,1859.778718850539,0.00010157711339132662,5.461784908156147e-08,1859.7787188514203,0.014634578332794052,7.868989027807818e-06,1859.778718851642,0.01946349738592275,1.0465490968701496e-05,1859.7787188514176,0.0004760872466570963,2.559913401693433e-07,1859.7787188510174,0.0003068150616759815,1.6497396091590037e-07,1859.778718851202,0.0005202308990646186,2.797273104543688e-07,1859.7787188515601,0.0008417311418325294,4.5259746941955786e-07,1859.7787188514849
15,8.091680255463,7.363373268573e-12,549454710519.6,1.4726746537145861e-08,10807203253.648214,1.439105185371e-07,1.204609234942e-07,-5.237453752189e-09,-3.848718936761e-09,4.060277490816e-10,2.884981782055e-10,6.037804743853e-11,-1.193649905815e-10,1.439105185371e-07,1.204609234942e-07,5.237453752189e-09,3.848718936761e-09,4.060277490816e-10,2.884981782055e-10,6.037804743853e-11,1.193649905815e-10,2.743318836855571e-07,1,0.5245854641600907,distributed/mixed,2.643714420313e-07,0.8370543356992024,0.5443497127804819,False,9.08617268895e-09,0.7348454265877619,0.5764202301105771,False,6.945259272871e-10,0.7105380823307229,0.5846113631316718,False,1.7974303802003e-10,0.5058271034445824,0.664086864761896,False,Q1,1.6678202393560002e-11,1.6678200181990002e-11,2.365335477092e-18,4.5753633280009995e-18,0.8923768383004,0.1076231616996,0.4728910418029,0.5271089581971,0.015753225759471207,7.4832986796008275e-06,2105.117867660938,0.014412732362114133,6.846520369960005e-06,2105.117867661924,0.003005268840191182,1.427601221935491e-06,2105.1178676610725,0.0025762103830634844,1.223784388817313e-06,2105.1178676606423,0.0008367603360306659,3.9748859143939476e-07,2105.117867661485,0.000705333912782688,3.3505673179536313e-07,2105.1178676615064,0.00032267309894706825,1.5328030031190573e-07,2105.1178676612058,0.0004536926169700634,2.1551886663432665e-07,2105.1178676614372
16,8.723732611927,-8.605579500019e-10,5068649131.594,1.7211159000038224e-06,92471949.79230736,-1.276242905261e-10,2.515665013352e-10,-2.463209885895e-10,1.647239341745e-10,2.271763561185e-08,-8.047656478081e-09,-7.190216379723e-09,4.171944597257e-08,1.276242905261e-10,2.515665013352e-10,2.463209885895e-10,1.647239341745e-10,2.271763561185e-08,8.047656478081e-09,7.190216379723e-09,4.171944597257e-08,8.046519015684929e-08,8,0.5184781877883724,distributed/mixed,3.791907918613e-10,0.5073183029088874,0.6634298794555584,False,4.11044922764e-10,0.6687368994325388,0.5992556408023664,False,3.0765292089930995e-08,0.3542470975229117,0.7384176800741356,False,4.8909662352293e-08,0.172346880743586,0.8529898585696144,False,Q4,1.667820393228e-11,1.6678203375160003e-11,8.064023163542e-19,1.342014915773e-18,0.9218389970582,0.07816100294178,0.4980730051642,0.5019269948358,0.0005057705417453215,1.8413432858344646e-07,2746.7476903206298,0.0007100897848842098,2.5852020824002116e-07,2746.74769031956,0.0007026476038912029,2.558107562509001e-07,2746.7476903201195,0.0005745994596429769,2.0919266144025578e-07,2746.7476903202896,0.006747896687359286,2.4566860331369137e-06,2746.74769031962,0.004016257735837643,1.462186625291654e-06,2746.747690320682,0.0037962765319166144,1.3820987436507848e-06,2746.747690319745,0.009144419189993714,3.329180624132022e-06,2746.7476903202964
17,8.791548571182,-1.210540298291e-09,3631249857.437,2.4210805965820348e-06,65737151.96288081,-1.942537992355e-08,-5.042520802045e-08,1.892746304735e-08,-8.483880704296e-09,-9.243141148125e-11,6.045759288566e-11,6.254694958882001e-11,-5.5480783428070004e-11,1.942537992355e-08,5.042520802045e-08,1.892746304735e-08,8.483880704296e-09,9.243141148125e-11,6.045759288566e-11,6.254694958882001e-11,5.5480783428070004e-11,9.75328484330298e-08,2,0.517007437295078,distributed/mixed,6.9850587944e-08,0.3852315277642884,0.72190098186255,False,2.7411343751646e-08,0.4482312649652122,0.6904974531288143,False,1.5288900436691002e-10,0.6540805978920273,0.6045654614862223,False,1.1802773301689e-10,0.8870262065983622,0.5299343467002744,False,Q1,1.667820374401e-11,1.6678203093170003e-11,9.927061232632e-19,1.626672814721e-18,0.9069286669195,0.09307133308046,0.4904408656858,0.5095591343142,0.006288320304597924,2.2183273982584705e-06,2834.7124547686963,0.010131499876869225,3.5740838051594843e-06,2834.7124547677286,0.006207205129128962,2.1897124410929103e-06,2834.7124547691183,0.004155728539025092,1.4660141391185592e-06,2834.7124547678122,0.0004337701740946512,1.5302087284542887e-07,2834.712454769591,0.0003508127104813796,1.2375601267469902e-07,2834.7124547678695,0.00035682309942580514,1.258762943752695e-07,2834.7124547694743,0.00033606337666461226,1.1855289805470209e-07,2834.7124547689045
18,9.193955950172,1.169981205516e-10,39291041201.46,2.3399624110318479e-07,680160255.3167219,9.149540871857e-10,1.281949460023e-09,5.195282059828e-08,-3.678094745845e-08,-1.092263436152e-09,-6.07565730398e-10,3.140320644689e-08,-4.105196105121e-08,9.149540871857e-10,1.281949460023e-09,5.195282059828e-08,3.678094745845e-08,1.092263436152e-09,6.07565730398e-10,3.140320644689e-08,4.105196105121e-08,1.650856682685887e-07,3,0.3147021854965299,distributed/mixed,2.1969035472087e-09,0.7137208725602057,0.5835255997705474,False,8.873376805673e-08,0.7079682495557846,0.5854909775167566,False,1.69982916655e-09,0.5562446844677229,0.6425724758970192,False,7.24551674981e-08,0.7649623950416469,0.5665843095633795,False,Q2,1.6678202879430003e-11,1.667820195104e-11,1.8376095620289998e-18,2.7533325712319998e-18,0.9014605449301,0.09853945506994,0.4877563759271,0.5122436240729,0.0014272057395587473,4.108466548640236e-07,3473.8161371451456,0.001689360691514293,4.863126385562444e-07,3473.816137145098,0.010754531558923931,3.0958839311992104e-06,3473.816137143777,0.009048954175705852,2.6049030283862803e-06,3473.8161371448896,0.001559375227583266,4.4889400187551496e-07,3473.8161371461233,0.0011630103177003163,3.347932854776782e-07,3473.8161371454926,0.0083613023859964,2.406950182708612e-06,3473.8161371446336,0.009559911831245944,2.751991312672983e-06,3473.8161371448855
19,9.277046159931,-1.710763665073e-09,2711375729.252,3.4215273301462733e-06,46515759.69878087,-1.4625495862080002e-11,1.266074264093e-11,-2.036591606929e-10,1.478088262723e-10,-4.666413994738e-12,-1.417691268926e-12,2.48177591058e-09,-1.607912281644e-09,1.4625495862080002e-11,1.266074264093e-11,2.036591606929e-10,1.478088262723e-10,4.666413994738e-12,1.417691268926e-12,2.48177591058e-09,1.607912281644e-09,4.474526522955874e-09,7,0.5546454798843248,distributed/mixed,2.728623850301e-11,0.8656624541364043,0.5360026395894265,False,3.5146798696520003e-10,0.72576566538631,0.5794529466294321,False,6.084105263664e-12,0.3038074355435747,0.766984427867668,False,4.089688192224e-09,0.6478877785820015,0.6068374394162294,False,Q4,1.6678204699340002e-11,1.667820466001e-11,5.071139473883e-20,7.46270695094e-20,0.935740770768,0.06425922923206,0.4988756609126,0.5011243390874,0.00018207467011915936,5.005139670641635e-08,3637.7540308644025,0.0001694040631052631,4.656831156479043e-08,3637.754030862198,0.0006794323276923938,1.8677247607393235e-07,3637.754030863981,0.0005788211826970038,1.5911498627619945e-07,3637.7540308633033,0.00010284563525632296,2.8271739755841343e-08,3637.754030863049,5.66872076276929e-05,1.5583023796210245e-08,3637.7540308626812,0.0023717860725843793,6.519918753334661e-07,3637.754030863209,0.0019090856287539606,5.247978869809073e-07,3637.7540308644857
20,9.675939233058,-5.204742007705e-09,929531110.162,1.0409484015410376e-05,15289417.117724536,-1.680687785266e-08,5.831651614031e-09,-5.3367031658670006e-11,4.213385930387e-12,-1.1062169816950001e-11,6.374966881887e-12,4.0567637318239997e-13,-3.764646977903e-11,1.680687785266e-08,5.831651614031e-09,5.3367031658670006e-11,4.213385930387e-12,1.1062169816950001e-11,6.374966881887e-12,4.0567637318239997e-13,3.764646977903e-11,2.2751599167131107e-08,1,0.7387119353324685,distributed/mixed,2.2638529466691e-08,0.3469800676339201,0.7424014831612031,False,5.7580417589057006e-11,0.07895110144658933,0.9268260615882067,False,1.7437136698837002e-11,0.5762853931349854,0.6344028843730869,False,3.80521461522124e-11,0.010775947268457335,0.9893389357972175,False,Q1,1.6678204132700002e-11,1.667820397217e-11,2.805028105082e-19,3.7945582163660004e-19,0.9179216771945,0.08207832280548,0.4948958802454,0.5051041197546,0.006437558139802267,1.38065751824811e-06,4662.675612682545,0.0037920445246012904,8.13276504650629e-07,4662.675612681439,0.00036275563395362753,7.779988660738862e-08,4662.6756126811215,0.00010192794369511663,2.1860397797760693e-08,4662.675612680652,0.00016515731087913388,3.542114541057969e-08,4662.675612680899,0.0001253766348115849,2.6889418271046415e-08,4662.675612680921,3.1627691929959334e-05,6.783163693383703e-09,4662.675612680405,0.0003046770704826356,6.534382740544409e-08,4662.675612681537
21,9.711981681561,1.384507931201e-11,350737668694.1,2.7690158624026833e-08,5747707886.143929,3.687388756586e-10,1.940944810379e-10,1.620270539047e-11,1.665211272898e-11,3.516520216913e-10,2.039909735069e-10,3.512273132079e-11,1.87529314254e-10,3.687388756586e-10,1.940944810379e-10,1.620270539047e-11,1.665211272898e-11,3.516520216913e-10,2.039909735069e-10,3.512273132079e-11,1.87529314254e-10,1.37398321558894e-09,1,0.26837218349901376,distributed/mixed,5.628333566964999e-10,0.5263737941686518,0.6551475161722465,False,3.285481811945e-11,0.9730119927828804,0.5068392912247466,False,5.556429951982e-10,0.5800932766596599,0.6328740301420778,False,2.2265204557479e-10,0.18729195198366613,0.8422528244457916,False,Q1,1.667820392859e-11,1.6678203794e-11,1.7066173213929998e-20,2.29155722875e-20,0.9219998547848,0.07800014521521,0.4897471712682,0.5102528287318,0.0009570878924525198,2.0017721740645657e-07,4781.202900373864,0.0006943827956688869,1.452318193010452e-07,4781.202900374943,0.00020062549737035284,4.196130169558024e-08,4781.2029003734315,0.00020338879805766917,4.2539252630709834e-08,4781.20290037346,0.000934649801313351,1.9548423708195443e-07,4781.2029003725265,0.0007118653168614659,1.4888833034165424e-07,4781.202900374715,0.0002953836818022696,6.178020217029761e-08,4781.2029003732005,0.0006825381664753148,1.4275448683050948e-07,4781.202900373166
22,9.908285613387,-8.197448600432e-09,604351798.7331,1.639489720086495e-05,9707590.181382705,2.791725935413e-08,-3.967070381189e-08,-8.162365802182e-09,-6.068799312099e-09,3.271035720278e-08,-2.036871736345e-08,-4.705242523845e-09,5.010871681789e-09,2.791725935413e-08,3.967070381189e-08,8.162365802182e-09,6.068799312099e-09,3.271035720278e-08,2.036871736345e-08,4.705242523845e-09,5.010871681789e-09,1.44614317052165e-07,2,0.27432072163076393,distributed/mixed,6.758796316602e-08,0.7037248314652464,0.5869492429361229,False,1.4231165114281e-08,0.7435098425111825,0.5735556953092372,False,5.307907456623e-08,0.6226993253903964,0.616257112055812,False,9.716114205633999e-09,0.9390067881692626,0.5157279521151974,False,Q1,1.667820272188e-11,1.667820208572e-11,1.869594209245e-18,2.411907166652e-18,0.9014697227574,0.0985302772426,0.4839543929501,0.5160456070499,0.008496096177907255,1.5342651919024222e-06,5537.56692307701,0.010127866830055015,1.8289380463921404e-06,5537.566923075267,0.00459400069455158,8.296063520980302e-07,5537.566923075742,0.003961269750386152,7.153448085437696e-07,5537.566923076056,0.009196565595281174,1.66075926901333e-06,5537.566923076651,0.007257129458555593,1.3105267275985246e-06,5537.5669230752155,0.00348798040239737,6.298759817895454e-07,5537.566923075306,0.0035994792160126033,6.500109643845857e-07,5537.566923075677
23,9.97584816551,2.247972960909e-09,2218854127.471,4.495945921816972e-06,35399656.904141575,-2.215272364822e-10,-2.44131870482e-10,-1.61242820173e-09,-5.024426959821e-09,-2.00144238339e-10,-1.026434771981e-10,-6.999027986268001e-11,4.298379994193e-11,2.215272364822e-10,2.44131870482e-10,1.61242820173e-09,5.024426959821e-09,2.00144238339e-10,1.026434771981e-10,6.999027986268001e-11,4.298379994193e-11,7.51827606385691e-09,4,0.6682950874835853,distributed/mixed,4.656591069642e-10,0.9074080989296042,0.5242716545878033,False,6.636855161551e-09,0.32091783095349136,0.7570493611083742,False,3.027877155371e-10,0.5128475246149464,0.6610051467377867,False,1.1297407980461001e-10,0.6141395637546191,0.6195251157055583,False,Q2,1.667820164116e-11,1.667820130117e-11,9.852736871648e-20,1.253913249277e-19,0.9149490766764,0.08505092332364,0.4932734001866,0.5067265998134,0.0007619875416391133,1.3022388746854583e-07,5851.365340503778,0.0007999199812135999,1.3670655217452878e-07,5851.365340502248,0.0020557698793898776,3.513316567604661e-07,5851.36534050354,0.003628921506340408,6.201837169902408e-07,5851.365340502019,0.0007242789312070794,1.2377947522673774e-07,5851.365340500548,0.0005186805752817602,8.864265775571642e-08,5851.365340501778,0.0004283050262003476,7.319745072756203e-08,5851.3653405018395,0.0003356500444181441,5.736268800288824e-08,5851.365340502243
24,10.4941939082,3.024449236057e-09,1734893378.783,6.048898472113317e-06,26311392.698295865,-3.899348127482e-12,-8.858187321528e-14,-2.9103363179170004e-11,6.683833340215001e-11,-7.585195574641e-14,-3.421786657674e-12,2.197175605428e-10,1.823932417095e-10,3.899348127482e-12,8.858187321528e-14,2.9103363179170004e-11,6.683833340215001e-11,7.585195574641e-14,3.421786657674e-12,2.197175605428e-10,1.823932417095e-10,5.055380674477377e-10,7,0.43462119806737265,distributed/mixed,3.98793000069728e-12,0.022717097914640837,0.9777875054978921,False,9.594169658132001e-11,0.4354292170042921,0.6966557376385142,False,3.4976386134204097e-12,0.022167353881136255,0.9783133810750583,False,4.021108022523e-10,0.8301259182875854,0.5464104901239152,False,Q4,1.6678202710110002e-11,1.667820247966e-11,7.331469190952e-21,8.431466370277e-21,0.9048798713489,0.09512012865113,0.490302130442,0.5096978695581,0.00010634806144841636,1.052105009637109e-08,10108.122333254341,1.6028984273016755e-05,1.5857528969839836e-09,10108.12233324815,0.00029053948491668784,2.8743170624367797e-08,10108.122333253492,0.00044029766163393555,4.355879827309563e-08,10108.122333252893,1.483258904790368e-05,1.4673931081260908e-09,10108.122333248099,9.96230966571759e-05,9.855747029243693e-09,10108.122333251562,0.0007982996834980894,7.897606075383874e-08,10108.122333251307,0.0007273407899913649,7.195607314710493e-08,10108.122333251988
25,10.56194950597,-5.380757550787e-08,98145562.27706,0.00010761515101573463,1478926.9130758827,-5.14397908223e-13,-3.9431608282779995e-13,1.742615004436e-12,-1.307866796896e-15,1.2758500574629998e-13,-5.434793032070999e-13,-0.0003103336053888,-5.221029644461e-11,5.14397908223e-13,3.9431608282779995e-13,1.742615004436e-12,1.307866796896e-15,1.2758500574629998e-13,5.434793032070999e-13,0.0003103336053888,5.221029644461e-11,0.00031033366092279765,7,0.9999998210506799,single-JJ localized,9.087139910508e-13,0.7665584881361093,0.5660723982340925,False,1.743922871232896e-12,0.0007505196463743827,0.9992500432109297,False,6.710643089534e-13,0.2347559603344859,0.8098766332167432,False,0.00031033365759909647,1.6823926103393984e-07,0.9999998317607672,False,Q4,1.9886039780880002e-12,6.658628137156001e-16,5.437181393295e-16,6.172994866862e-16,0.9442890765773,0.05571092342269,0.987337946253,0.01266205374704,1.3425703860235261e-05,1.2057435091066196e-09,11134.792564782592,1.1754650259111125e-05,1.0556685444045877e-09,11134.792564782649,2.47108788247323e-05,2.2192491401129338e-09,11134.792564783782,6.769696888347898e-07,6.079769199974538e-11,11134.792564783955,6.686321965018437e-06,6.004891358429827e-10,11134.792564784706,1.3799996347390806e-05,1.2393581889470985e-09,11134.792564782781,0.32976295790503796,2.961554568587701e-05,11134.792564781088,0.0001352588049645802,1.2147402313748316e-08,11134.792564785275
26,10.61830919196,6.372722586099e-08,83310618.40916,0.000127454451721997,1248720.1579984296,-6.209364451670999e-14,5.49692576232e-15,-1.1175256932879999e-13,6.89766782049e-15,-2.0945515739209998e-14,-6.006149106613e-14,1.986562855365e-05,-4.820583526576e-08,6.209364451670999e-14,5.49692576232e-15,1.1175256932879999e-13,6.89766782049e-15,2.0945515739209998e-14,6.006149106613e-14,1.986562855365e-05,4.820583526576e-08,1.991383465616357e-05,7,0.9975792657041745,single-JJ localized,6.759057027902999e-14,0.08852638309611098,0.9186731856288921,False,1.1865023714929e-13,0.061722677714868314,0.9418655370084839,False,8.100700680533999e-14,0.348734528021427,0.7414357527177604,False,1.991383438891576e-05,0.0024265950173976716,0.9975792790918965,False,Q4,1.8314046030090002e-12,6.418539603153001e-16,3.2467388999350004e-17,3.6470935003080005e-17,0.9441974644461,0.05580253555393,0.9760409593557,0.02395904064435,4.499712922938023e-06,3.7018387873915173e-10,12155.34544147106,1.3388168433158904e-06,1.1014222917495403e-10,12155.34544147698,6.036566510844492e-06,4.966182606582859e-10,12155.345441472085,1.4997275496890449e-06,1.2338008466398505e-10,12155.345441473984,2.6134052596704083e-06,2.1500049276707155e-10,12155.345441471774,4.425468832133745e-06,3.6407594119327546e-10,12155.345441473197,0.08048452531672953,6.621327687004728e-06,12155.345441472646,0.003964706453888334,3.26169788672568e-07,12155.345441476136
27,10.68604520495,-5.274129458696e-10,10130624673.36,1.0548258917389923e-06,150882666.36071244,-1.83850563864e-11,2.2795556120180003e-11,4.8815743987970007e-11,1.375936815082e-12,2.645391700978e-09,-6.032152966321e-09,8.751286434854e-12,-2.4835091117e-12,1.83850563864e-11,2.2795556120180003e-11,4.8815743987970007e-11,1.375936815082e-12,2.645391700978e-09,6.032152966321e-09,8.751286434854e-12,2.4835091117e-12,8.780151756155186e-09,6,0.6870214927768481,distributed/mixed,4.1180612506580004e-11,0.8065193184791152,0.5535506815625347,False,5.019168080305201e-11,0.028186332987592717,0.9725863570801491,False,8.677544667299e-09,0.43854851091274955,0.6951451358185388,False,1.1234795546554e-11,0.28378788995053994,0.7789448769753753,False,Q3,1.6678138727070002e-11,1.6678130763010003e-11,1.320302221897e-19,1.464365901931e-19,0.9179112743809,0.08208872561913,0.4871047075203,0.5128952924797,0.00023514359131594914,1.7227060245218628e-08,13649.664421485568,0.0002618338306876731,1.918243720888706e-08,13649.664421493204,0.000383160401861257,2.8071049223600253e-08,13649.664421489506,6.432797928013707e-05,4.712788336308874e-09,13649.664421491863,0.002820626989083976,2.0664442011064754e-07,13649.664421491148,0.004259286333187654,3.120433002354141e-07,13649.664421489999,0.00016223203396791084,1.188542289086719e-08,13649.664421496575,8.642383672517944e-05,6.331572268480189e-09,13649.664421492003
28,10.76518692908,-1.442077274693e-09,3732527763.245,2.884154549387978e-06,55182529.357058294,-8.207709092584999e-13,1.174801303527e-12,0.003702456442471,-6.946830387594e-11,-3.652281956661e-13,1.416160876805e-12,-7.555731060462e-15,2.52794639607e-12,8.207709092584999e-13,1.174801303527e-12,0.003702456442471,6.946830387594e-11,3.652281956661e-13,1.416160876805e-12,7.555731060462e-15,2.52794639607e-12,0.0037024565182517673,3,0.9999999795323006,single-JJ localized,1.9955722127855e-12,0.6986465769099621,0.5887039797408108,False,0.003702456511939304,1.8762760603762084e-08,0.9999999812372398,False,1.7813890724710999e-12,0.2579002157509754,0.794975616887857,False,2.535502127130462e-12,0.002988881042813369,0.9970200257457433,False,Q2,1.417436158092e-12,2.1778893217020001e-16,4.818370322867e-15,5.265835549343e-15,0.9038211627813,0.09617883721879,0.9648145341644,0.03518546583562,1.4616085662189629e-05,9.181034917816931e-10,15919.867196916235,1.748647663417089e-05,1.0984059362979952e-09,15919.867196918396,0.9816690098241824,6.16631406331256e-05,15919.867196917105,0.00013446629839312647,8.446445986635145e-09,15919.867196912546,9.749946910334856e-06,6.124389600576044e-10,15919.867196916737,1.9198902283486307e-05,1.2059712588058897e-09,15919.867196915111,1.4023562281869357e-06,8.808843760068141e-11,15919.867196919016,2.565098415407891e-05,1.6112561641878801e-09,15919.867196913254
29,10.76986161536,2.356571043085e-07,22850704.30395,0.0004713142086171194,337683.3122830543,7.900127414726e-13,2.359746977062e-10,-4.252678737633e-09,2.1741130262519997e-13,-2.769296983988e-08,-0.0003318359543591,-2.038952085423e-13,5.807779414479e-14,7.900127414726e-13,2.359746977062e-10,4.252678737633e-09,2.1741130262519997e-13,2.769296983988e-08,0.0003318359543591,2.038952085423e-13,5.807779414479e-14,0.00033186813725177226,6,0.9999030250600772,single-JJ localized,2.367647104476726e-10,0.0033478705520208116,0.9966633002866904,False,4.2528961489356254e-09,5.11233780020282e-05,0.999948879235464,False,0.00033186364732893986,8.345379539527456e-05,0.9999165531685595,False,2.6197300268709e-13,0.2848413876912719,0.7783061859463426,False,Q3,1.404159783502e-12,2.002494065634e-16,4.26897962549e-16,4.661375655862e-16,0.9047085547516,0.09529144524854,0.9557649479321,0.04423505206795,1.4256447131514503e-05,8.867512766660209e-10,16077.165611889995,0.00024639221356472727,1.5325600265161258e-08,16077.165611896815,0.0010459852200683515,6.506030013739517e-08,16077.165611892762,7.4788585453914406e-06,4.6518514058595074e-10,16077.165611891673,0.002669187155943092,1.660234907308207e-07,16077.165611887613,0.2921836970621747,1.8173831390154275e-05,16077.165611895465,7.242654529471308e-06,4.504932464036857e-10,16077.16561189285,3.865443382865607e-06,2.404306502885971e-10,16077.165611895922
